Part Number,Use for,Capacitance,Tolerance,Size(inch/mm),Rated Vdc,TCC,T Size Max,Features
CL10B225KQ8NFN,General,2.2uF, +/-10%,0603/1608,6.3Vdc,X7R,0.9mm,Features Normal
CL05A225MQ3LRW,General,2.2uF, +/-20%,0402/1005,6.3Vdc,X5R,0.33mm,Features Normal
CL31F225ZAFNNN,General,2.2uF, -20/+80%,1206/3216,25Vdc,Y5V,1.4mm,Features Normal
CL31F225ZOCNNN,General,2.2uF, -20/+80%,1206/3216,16Vdc,Y5V,1mm,Features Normal
CL10F225ZQ8NNN,General,2.2uF, -20/+80%,0603/1608,6.3Vdc,Y5V,0.9mm,Features Normal
CL32A225KAJNNN,General,2.2uF, +/-10%,1210/3225,25Vdc,X5R,2.7mm,Features Normal
CL03A225MP3IRN,General,2.2uF, +/-20%,0201/0603,10Vdc,X5R,0.39mm,Features Normal
CL03A225MQ3IRW,General,2.2uF, +/-20%,0201/0603,6.3Vdc,X5R,0.39mm,Features Normal
CL31B225KAHNNN,General,2.2uF, +/-10%,1206/3216,25Vdc,X7R,1.8mm,Features Normal
CL32B225KCJZNW,General,2.2uF, +/-10%,1210/3225,100Vdc,X7R,2.7mm,Features Normal
CL31B225KBHNNW,General,2.2uF, +/-10%,1206/3216,50Vdc,X7R,1.8mm,Features Normal
CL10A225KO8NNW,General,2.2uF, +/-10%,0603/1608,16Vdc,X5R,0.9mm,Features Normal
CL32B225KBJNNN,General,2.2uF, +/-10%,1210/3225,50Vdc,X7R,2.7mm,Features Normal
CL10B225KP8N3W,General,2.2uF, +/-10%,0603/1608,10Vdc,X7R,0.9mm,Features Normal
CL10A225KA8NNW,General,2.2uF, +/-10%,0603/1608,25Vdc,X5R,0.9mm,Features Normal
CL31A225KC9LNN,General,2.2uF, +/-10%,1206/3216,100Vdc,X5R,1mm,Features Normal
CL05A225KQ5NNN,General,2.2uF, +/-10%,0402/1005,6.3Vdc,X5R,0.55mm,Features Normal
CL05A225MA5JUN,General,2.2uF, +/-20%,0402/1005,25Vdc,X5R,0.55mm,Features Normal
CL31B225KOHNFN,General,2.2uF, +/-10%,1206/3216,16Vdc,X7R,1.8mm,Features Normal
CL10B225KQ8N3W,General,2.2uF, +/-10%,0603/1608,6.3Vdc,X7R,0.9mm,Features Normal
CL10B225KQ8NNN,General,2.2uF, +/-10%,0603/1608,6.3Vdc,X7R,0.9mm,Features Normal
CL05A225MP5NSW,General,2.2uF, +/-20%,0402/1005,10Vdc,X5R,0.57mm,Features Normal
CL05A225KP5NSW,General,2.2uF, +/-10%,0402/1005,10Vdc,X5R,0.57mm,Features Normal
CL31B225KBHNFN,General,2.2uF, +/-10%,1206/3216,50Vdc,X7R,1.8mm,Features Normal
CL03A225MP3ZRN,General,2.2uF, +/-20%,0201/0603,10Vdc,X5R,0.39mm,Features Normal
CL03A225MQ3CRN,General,2.2uF, +/-20%,0201/0603,6.3Vdc,X5R,0.39mm,Features Normal
CL31B225KAHNFN,General,2.2uF, +/-10%,1206/3216,25Vdc,X7R,1.8mm,Features Normal
CL03A225MQ3CR6,General,2.2uF, +/-20%,0201/0603,6.3Vdc,X5R,0.39mm,Features Normal
CL32B225KBJNNW,General,2.2uF, +/-10%,1210/3225,50Vdc,X7R,2.7mm,Features Normal
CL31B225KOHNNW,General,2.2uF, +/-10%,1206/3216,16Vdc,X7R,1.8mm,Features Normal
